RegionID,B,G,R,hex_color
1117,48,48,48,#303030
1118,144,176,144,#90b090
1119,80,144,112,#709050
1120,112,112,112,#707070
1121,112,112,112,#707070
1122,112,112,112,#707070
1123,80,80,80,#505050
1124,48,48,48,#303030
1125,48,48,48,#303030
1126,48,80,80,#505030
1127,80,80,112,#705050
1128,48,48,48,#303030
1129,144,144,144,#909090
1130,112,176,176,#b0b070
1131,240,240,240,#f0f0f0
1132,80,80,80,#505050
1133,80,112,112,#707050
1134,176,176,176,#b0b0b0
1135,112,112,144,#907070
1136,80,80,80,#505050
1137,80,112,80,#507050
1138,48,48,48,#303030
1139,48,48,80,#503030
1140,48,48,48,#303030
1141,80,176,176,#b0b050
1142,80,80,112,#705050
1143,144,176,176,#b0b090
1144,80,80,80,#505050
1145,112,176,176,#b0b070
1146,48,48,48,#303030
1147,80,112,112,#707050
1148,80,80,80,#505050
1149,80,80,80,#505050
1150,48,48,48,#303030
1151,80,144,144,#909050
1152,112,144,144,#909070
1153,48,80,80,#505030
1154,48,48,48,#303030
1155,80,80,80,#505050
1156,48,80,112,#705030
1157,48,48,48,#303030
1158,80,80,112,#705050
1159,48,112,80,#507030
1160,80,80,80,#505050
1161,80,80,80,#505050
1162,208,240,208,#d0f0d0
1163,112,208,176,#b0d070
1164,112,144,144,#909070
1165,144,208,208,#d0d090
1166,240,240,240,#f0f0f0
1167,144,176,176,#b0b090
1168,48,48,48,#303030
1169,112,144,144,#909070
1170,144,208,208,#d0d090
1171,112,144,144,#909070
1172,80,144,144,#909050
1173,80,80,112,#705050
1174,144,144,144,#909090
1175,48,48,48,#303030
1176,112,112,144,#907070
1177,80,80,80,#505050
1178,144,144,144,#909090
1179,112,112,112,#707070
1180,48,48,48,#303030
1181,80,80,112,#705050
1182,48,48,48,#303030
1183,144,144,176,#b09090
1184,48,80,112,#705030
1185,48,48,48,#303030
1186,80,112,112,#707050
1187,80,80,80,#505050
1188,144,144,176,#b09090
1189,48,48,48,#303030
1190,112,112,112,#707070
1191,80,112,112,#707050
1192,144,208,208,#d0d090
1193,80,112,112,#707050
1194,240,240,240,#f0f0f0
1195,80,80,80,#505050
1196,240,240,240,#f0f0f0
1197,80,112,112,#707050
1198,144,144,176,#b09090
1199,112,112,112,#707070
1200,112,112,144,#907070
1201,80,144,144,#909050
1202,80,80,80,#505050
1203,80,80,80,#505050
1204,80,80,80,#505050
1205,80,80,80,#505050
1206,48,48,48,#303030
1207,208,240,208,#d0f0d0
1208,208,208,208,#d0d0d0
1209,80,80,80,#505050
1210,112,176,176,#b0b070
1211,240,240,240,#f0f0f0
1212,80,80,112,#705050
1213,48,48,48,#303030
1214,48,48,48,#303030
1215,80,112,112,#707050
1216,80,80,112,#705050
1217,112,144,144,#909070
1218,80,112,112,#707050
1219,80,144,144,#909050
1220,80,112,112,#707050
1221,80,112,112,#707050
1222,112,176,176,#b0b070
1223,80,144,144,#909050
1224,48,48,80,#503030
1225,80,176,176,#b0b050
1226,80,80,80,#505050
1227,144,176,176,#b0b090
1228,80,112,112,#707050
1229,48,48,80,#503030
1230,240,240,240,#f0f0f0
1231,48,48,80,#503030
1232,80,80,112,#705050
1233,80,80,112,#705050
1234,80,80,80,#505050
1235,48,80,80,#505030
1236,80,80,112,#705050
1237,80,112,112,#707050
1238,112,144,144,#909070
1239,80,80,80,#505050
1240,80,80,112,#705050
1241,80,80,112,#705050
1242,112,208,208,#d0d070
1243,80,112,112,#707050
1244,48,48,48,#303030
1245,48,48,48,#303030
1246,176,208,208,#d0d0b0
1247,80,208,208,#d0d050
1248,112,144,144,#909070
1249,48,80,80,#505030
1250,112,112,112,#707070
1251,48,144,144,#909030
1252,144,176,144,#90b090
1253,112,176,176,#b0b070
1254,80,176,176,#b0b050
1255,112,144,112,#709070
1256,112,144,144,#909070
1257,208,240,208,#d0f0d0
1258,80,176,144,#90b050
1259,80,80,112,#705050
1260,80,144,144,#909050
1261,112,144,144,#909070
1262,48,48,80,#503030
1263,80,80,80,#505050
1264,80,112,112,#707050
1265,112,112,112,#707070
1266,80,80,80,#505050
1267,144,144,176,#b09090
1268,80,112,112,#707050
1269,144,176,176,#b0b090
1270,208,208,208,#d0d0d0
1271,80,112,112,#707050
1272,80,144,144,#909050
1273,80,112,112,#707050
1274,80,80,112,#705050
1275,48,48,48,#303030
1276,112,112,112,#707070
1277,80,112,112,#707050
1278,80,144,144,#909050
1279,48,48,48,#303030
1280,80,80,80,#505050
1281,144,144,144,#909090
1282,80,80,112,#705050
1283,80,144,144,#909050
1284,80,112,112,#707050
1285,80,80,112,#705050
1286,48,80,48,#305030
1287,80,80,80,#505050
1288,112,144,144,#909070
1289,112,112,144,#907070
1290,48,80,80,#505030
1291,144,176,176,#b0b090
1292,112,144,144,#909070
1293,48,80,80,#505030
1294,48,112,80,#507030
1295,144,144,176,#b09090
1296,48,80,80,#505030
1297,112,144,176,#b09070
1298,112,144,144,#909070
1299,48,80,80,#505030
1300,80,112,112,#707050
1301,112,176,176,#b0b070
1302,112,112,144,#907070
1303,112,112,112,#707070
1304,112,112,144,#907070
1305,80,112,112,#707050
1306,112,112,144,#907070
1307,80,112,112,#707050
1308,80,144,144,#909050
1309,48,48,80,#503030
1310,80,80,112,#705050
1311,80,112,112,#707050
1312,112,144,176,#b09070
1313,80,80,112,#705050
1314,112,112,112,#707070
1315,112,112,144,#907070
1316,48,80,80,#505030
1317,144,176,176,#b0b090
1318,80,80,112,#705050
1319,80,112,112,#707050
1320,80,112,144,#907050
1321,112,144,144,#909070
1322,112,112,144,#907070
1323,112,176,176,#b0b070
1324,80,144,144,#909050
1325,112,112,144,#907070
1326,112,176,144,#90b070
1327,144,144,176,#b09090
1328,112,144,176,#b09070
1329,112,144,144,#909070
1330,112,144,144,#909070
1331,112,144,144,#909070
1332,112,112,144,#907070
1333,80,112,112,#707050
1334,80,80,112,#705050
1335,112,112,144,#907070
1336,80,112,112,#707050
1337,80,112,112,#707050
1338,80,112,112,#707050
1339,80,80,80,#505050
1340,80,112,80,#507050
1341,80,80,80,#505050
1342,80,112,80,#507050
1343,144,208,208,#d0d090
1344,80,112,112,#707050
1345,80,112,80,#507050
1346,112,144,144,#909070
1347,80,144,144,#909050
1348,80,112,112,#707050
1349,80,144,144,#909050
1350,112,144,144,#909070
1351,48,48,80,#503030
1352,112,112,144,#907070
1353,80,80,112,#705050
1354,80,112,112,#707050
1355,80,80,80,#505050
1356,240,240,240,#f0f0f0
1357,80,112,112,#707050
1358,48,80,80,#505030
1359,112,144,144,#909070
1360,112,112,144,#907070
1361,48,80,80,#505030
1362,112,144,112,#709070
1363,144,144,176,#b09090
1364,144,144,176,#b09090
1365,112,144,176,#b09070
1366,112,144,144,#909070
1367,80,112,112,#707050
1368,112,112,144,#907070
1369,80,80,112,#705050
1370,112,144,144,#909070
1371,48,48,48,#303030
1372,80,112,112,#707050
1373,112,144,176,#b09070
1374,48,48,80,#503030
1375,80,112,112,#707050
1376,80,80,80,#505050
1377,80,80,80,#505050
1378,112,144,144,#909070
1379,144,144,176,#b09090
1380,112,112,112,#707070
1381,208,240,208,#d0f0d0
1382,80,112,112,#707050
1383,144,144,176,#b09090
1384,144,144,176,#b09090
1385,144,144,176,#b09090
1386,112,144,144,#909070
1387,80,112,112,#707050
1388,144,144,144,#909090
1389,80,80,80,#505050
1390,80,112,112,#707050
1391,80,112,112,#707050
1392,112,176,208,#d0b070
1393,80,112,112,#707050
1394,80,112,112,#707050
1395,48,80,80,#505030
1396,80,112,112,#707050
1397,80,112,144,#907050
1398,80,112,144,#907050
1399,240,240,240,#f0f0f0
1400,80,80,80,#505050
1401,144,144,176,#b09090
1402,112,112,144,#907070
1403,112,144,176,#b09070
1404,176,176,208,#d0b0b0
1405,80,112,80,#507050
1406,48,80,48,#305030
1407,112,112,144,#907070
1408,80,80,112,#705050
1409,144,176,176,#b0b090
1410,112,112,144,#907070
1411,48,48,48,#303030
1412,112,112,112,#707070
1413,48,80,80,#505030
1414,112,112,144,#907070
1415,80,80,112,#705050
1416,80,112,112,#707050
1417,208,240,208,#d0f0d0
1418,80,112,144,#907050
1419,80,80,80,#505050
1420,80,112,112,#707050
1421,48,48,80,#503030
1422,80,80,112,#705050
1423,80,112,144,#907050
1424,144,144,176,#b09090
1425,80,80,80,#505050
1426,80,80,112,#705050
1427,48,80,80,#505030
1428,112,144,144,#909070
1429,144,176,176,#b0b090
1430,144,144,176,#b09090
1431,80,112,112,#707050
1432,80,112,112,#707050
1433,48,48,48,#303030
1434,80,80,80,#505050
1435,80,80,112,#705050
1436,80,112,112,#707050
1437,80,112,112,#707050
1438,48,48,80,#503030
1439,144,144,144,#909090
1440,112,144,144,#909070
1441,112,144,144,#909070
1442,112,112,144,#907070
1443,112,112,144,#907070
1444,112,112,112,#707070
1445,80,80,80,#505050
1446,144,176,176,#b0b090
1447,144,144,176,#b09090
1448,48,48,48,#303030
1449,112,144,144,#909070
1450,80,112,112,#707050
1451,48,80,48,#305030
1452,112,112,144,#907070
1453,112,144,144,#909070
1454,80,80,80,#505050
1455,112,112,144,#907070
1456,80,112,112,#707050
1457,80,80,80,#505050
1458,112,144,176,#b09070
1459,112,112,112,#707070
1460,80,80,112,#705050
1461,112,144,144,#909070
1462,144,176,176,#b0b090
1463,80,112,112,#707050
1464,80,144,144,#909050
1465,112,144,144,#909070
1466,112,112,112,#707070
1467,112,112,144,#907070
1468,80,80,112,#705050
1469,112,112,112,#707070
1470,80,112,80,#507050
1471,48,48,48,#303030
1472,48,48,48,#303030
1473,80,80,112,#705050
1474,80,80,80,#505050
1475,112,112,144,#907070
1476,80,112,80,#507050
1477,112,144,144,#909070
1478,112,112,112,#707070
1479,48,48,48,#303030
1480,144,176,176,#b0b090
1481,144,176,176,#b0b090
1482,80,80,112,#705050
1483,80,112,144,#907050
1484,80,80,112,#705050
1485,80,80,112,#705050
1486,48,48,48,#303030
1487,80,80,80,#505050
1488,48,48,48,#303030
1489,112,112,144,#907070
1490,80,80,80,#505050
1491,48,80,48,#305030
1492,144,176,176,#b0b090
1493,80,112,144,#907050
1494,80,80,80,#505050
1495,48,80,80,#505030
1496,144,176,176,#b0b090
1497,80,80,112,#705050
1498,144,144,176,#b09090
1499,48,48,48,#303030
1500,112,144,144,#909070
1501,80,112,112,#707050
1502,112,144,144,#909070
1503,48,80,80,#505030
1504,112,144,176,#b09070
1505,48,80,80,#505030
1506,112,144,144,#909070
1507,144,176,176,#b0b090
1508,144,144,176,#b09090
1509,80,80,112,#705050
1510,144,144,176,#b09090
1511,48,48,80,#503030
1512,112,144,144,#909070
1513,80,80,112,#705050
1514,48,48,48,#303030
1515,80,80,80,#505050
1516,144,176,176,#b0b090
1517,80,80,112,#705050
1518,80,112,112,#707050
1519,144,144,176,#b09090
1520,144,144,176,#b09090
1521,112,144,112,#709070
1522,80,80,80,#505050
1523,112,112,144,#907070
1524,80,112,112,#707050
1525,144,144,144,#909090
1526,48,48,48,#303030
1527,80,80,80,#505050
1528,144,144,176,#b09090
1529,144,144,176,#b09090
1530,144,176,176,#b0b090
1531,112,144,112,#709070
1532,80,80,80,#505050
1533,80,80,80,#505050
1534,48,48,48,#303030
1535,80,80,80,#505050
1536,144,176,176,#b0b090
1537,176,176,208,#d0b0b0
1538,48,48,48,#303030
1539,48,48,48,#303030
1540,80,112,112,#707050
1541,48,80,80,#505030
1542,176,176,176,#b0b0b0
1543,112,144,144,#909070
1544,80,112,112,#707050
1545,144,176,176,#b0b090
1546,144,176,176,#b0b090
1547,144,176,176,#b0b090
1548,48,48,48,#303030
1549,144,176,176,#b0b090
1550,80,112,112,#707050
1551,80,112,144,#907050
1552,48,48,80,#503030
1553,112,112,144,#907070
1554,80,112,112,#707050
1555,208,240,208,#d0f0d0
1556,48,80,48,#305030
1557,112,112,112,#707070
1558,80,112,112,#707050
1559,112,144,144,#909070
1560,80,112,112,#707050
1561,240,240,240,#f0f0f0
1562,80,80,80,#505050
1563,144,176,176,#b0b090
1564,80,80,112,#705050
1565,48,48,80,#503030
1566,80,80,80,#505050
1567,80,112,112,#707050
1568,80,80,80,#505050
1569,112,144,176,#b09070
1570,48,48,80,#503030
1571,80,80,80,#505050
1572,48,80,80,#505030
1573,112,144,144,#909070
1574,112,144,144,#909070
1575,144,144,176,#b09090
1576,80,80,112,#705050
1577,144,144,176,#b09090
1578,80,80,80,#505050
1579,240,240,240,#f0f0f0
1580,80,80,112,#705050
1581,112,112,144,#907070
1582,112,112,144,#907070
1583,112,144,144,#909070
1584,144,144,144,#909090
1585,80,80,80,#505050
1586,80,80,80,#505050
1587,240,240,240,#f0f0f0
1588,208,208,208,#d0d0d0
1589,80,80,80,#505050
1590,144,144,176,#b09090
1591,112,144,144,#909070
1592,48,48,48,#303030
1593,80,112,144,#907050
1594,80,112,112,#707050
1595,80,80,112,#705050
1596,48,48,80,#503030
1597,48,48,48,#303030
1598,112,112,112,#707070
1599,112,144,144,#909070
1600,112,144,144,#909070
1601,48,48,80,#503030
1602,144,144,176,#b09090
1603,240,240,240,#f0f0f0
1604,80,80,80,#505050
1605,48,80,80,#505030
1606,144,144,176,#b09090
1607,80,80,80,#505050
1608,80,80,80,#505050
1609,112,112,112,#707070
1610,176,176,176,#b0b0b0
1611,80,80,80,#505050
1612,176,176,176,#b0b0b0
1613,80,80,80,#505050
1614,240,240,240,#f0f0f0
1615,80,80,112,#705050
1616,112,112,112,#707070
1617,80,80,80,#505050
1618,80,80,80,#505050
1619,80,112,144,#907050
1620,144,176,208,#d0b090
1621,48,48,48,#303030
1622,144,144,176,#b09090
1623,112,144,144,#909070
1624,48,80,80,#505030
1625,80,80,112,#705050
1626,80,112,144,#907050
1627,80,112,144,#907050
1628,240,240,240,#f0f0f0
1629,80,80,80,#505050
1630,208,208,208,#d0d0d0
1631,48,48,48,#303030
1632,80,112,112,#707050
1633,144,176,176,#b0b090
1634,144,176,208,#d0b090
1635,80,80,112,#705050
1636,80,112,112,#707050
1637,112,112,144,#907070
1638,144,144,176,#b09090
1639,112,144,144,#909070
1640,112,144,144,#909070
1641,48,48,48,#303030
1642,80,80,112,#705050
1643,112,112,112,#707070
1644,48,48,48,#303030
1645,144,176,176,#b0b090
1646,208,208,208,#d0d0d0
1647,144,144,176,#b09090
1648,80,112,112,#707050
1649,48,48,80,#503030
1650,144,144,176,#b09090
1651,208,240,208,#d0f0d0
1652,80,112,112,#707050
1653,112,112,144,#907070
1654,112,144,176,#b09070
1655,144,144,176,#b09090
1656,112,144,144,#909070
1657,80,112,112,#707050
1658,112,144,144,#909070
1659,48,48,48,#303030
1660,80,112,80,#507050
1661,48,80,80,#505030
1662,240,240,240,#f0f0f0
1663,144,176,176,#b0b090
1664,80,80,112,#705050
1665,48,48,48,#303030
1666,80,80,112,#705050
1667,112,112,144,#907070
1668,80,80,80,#505050
1669,80,80,80,#505050
1670,144,176,144,#90b090
1671,80,112,112,#707050
1672,144,144,176,#b09090
1673,80,80,80,#505050
1674,112,112,144,#907070
1675,176,176,176,#b0b0b0
1676,144,144,176,#b09090
1677,80,80,112,#705050
1678,80,80,80,#505050
1679,80,112,112,#707050
1680,80,80,80,#505050
1681,80,112,144,#907050
1682,144,176,176,#b0b090
1683,80,80,80,#505050
1684,112,112,144,#907070
1685,112,144,144,#909070
1686,48,48,80,#503030
1687,80,112,112,#707050
1688,144,144,176,#b09090
1689,112,144,144,#909070
1690,112,144,144,#909070
1691,112,112,112,#707070
1692,80,80,112,#705050
1693,240,240,240,#f0f0f0
1694,112,112,144,#907070
1695,112,112,112,#707070
1696,80,80,112,#705050
1697,176,208,208,#d0d0b0
1698,80,80,112,#705050
1699,80,80,80,#505050
1700,48,80,80,#505030
1701,80,80,80,#505050
1702,48,48,80,#503030
1703,48,48,48,#303030
1704,80,112,112,#707050
1705,144,176,176,#b0b090
1706,208,240,208,#d0f0d0
1707,112,144,144,#909070
1708,48,48,80,#503030
1709,144,144,176,#b09090
1710,112,144,144,#909070
1711,48,48,80,#503030
1712,80,80,112,#705050
1713,112,144,144,#909070
1714,112,144,144,#909070
1715,144,144,144,#909090
1716,240,240,240,#f0f0f0
1717,144,176,208,#d0b090
1718,112,112,112,#707070
1719,144,176,176,#b0b090
1720,80,112,144,#907050
1721,112,144,144,#909070
1722,112,144,176,#b09070
1723,80,112,144,#907050
1724,48,80,80,#505030
1725,80,80,80,#505050
1726,112,144,144,#909070
1727,80,80,112,#705050
1728,176,176,176,#b0b0b0
1729,80,80,80,#505050
1730,48,48,80,#503030
1731,80,80,112,#705050
1732,80,112,144,#907050
1733,80,112,144,#907050
1734,80,112,112,#707050
1735,112,112,144,#907070
1736,48,80,48,#305030
1737,48,80,80,#505030
1738,48,48,48,#303030
1739,112,144,144,#909070
1740,112,112,144,#907070
1741,80,112,112,#707050
1742,176,176,176,#b0b0b0
1743,144,144,144,#909090
1744,112,144,176,#b09070
1745,80,112,112,#707050
1746,48,48,80,#503030
1747,80,80,112,#705050
1748,112,112,112,#707070
1749,112,112,112,#707070
1750,80,80,80,#505050
1751,48,48,48,#303030
1752,80,112,112,#707050
1753,144,144,144,#909090
1754,80,80,112,#705050
1755,80,112,80,#507050
1756,80,80,112,#705050
1757,144,144,176,#b09090
1758,80,80,80,#505050
1759,80,80,112,#705050
1760,48,48,48,#303030
1761,176,176,208,#d0b0b0
1762,112,112,144,#907070
1763,80,112,112,#707050
1764,80,80,80,#505050
1765,80,112,144,#907050
1766,80,80,80,#505050
1767,48,48,48,#303030
1768,48,48,48,#303030
1769,80,112,112,#707050
1770,80,112,112,#707050
1771,80,112,112,#707050
1772,80,112,144,#907050
1773,112,112,112,#707070
1774,80,80,112,#705050
1775,80,112,144,#907050
1776,144,144,176,#b09090
1777,112,112,144,#907070
1778,80,80,80,#505050
1779,48,80,80,#505030
1780,144,176,176,#b0b090
1781,144,144,176,#b09090
1782,144,144,144,#909090
1783,80,112,112,#707050
1784,48,48,80,#503030
1785,80,112,144,#907050
1786,144,144,176,#b09090
1787,80,112,144,#907050
1788,80,80,80,#505050
1789,80,112,112,#707050
1790,48,48,80,#503030
1791,144,144,144,#909090
1792,48,48,48,#303030
1793,80,112,80,#507050
1794,80,112,144,#907050
1795,48,80,48,#305030
1796,48,80,80,#505030
1797,112,144,144,#909070
1798,80,80,112,#705050
1799,144,176,176,#b0b090
1800,112,112,144,#907070
1801,80,112,112,#707050
1802,80,80,112,#705050
1803,80,80,80,#505050
1804,112,144,144,#909070
1805,112,112,144,#907070
1806,80,80,112,#705050
1807,80,80,144,#905050
1808,48,48,80,#503030
1809,144,144,176,#b09090
1810,240,240,240,#f0f0f0
1811,80,80,112,#705050
1812,112,112,112,#707070
1813,112,144,144,#909070
1814,176,176,176,#b0b0b0
1815,80,112,112,#707050
1816,80,80,80,#505050
1817,112,112,112,#707070
1818,80,80,80,#505050
1819,112,144,144,#909070
1820,80,80,80,#505050
1821,240,240,240,#f0f0f0
1822,80,80,112,#705050
1823,112,144,144,#909070
1824,80,80,112,#705050
1825,48,80,80,#505030
1826,112,112,144,#907070
1827,112,144,144,#909070
1828,112,144,144,#909070
1829,80,80,112,#705050
1830,80,112,144,#907050
1831,112,144,144,#909070
1832,48,48,48,#303030
1833,112,112,144,#907070
1834,80,112,112,#707050
1835,80,80,112,#705050
1836,144,176,176,#b0b090
1837,144,144,176,#b09090
1838,144,176,176,#b0b090
1839,80,112,112,#707050
1840,48,48,48,#303030
1841,144,144,176,#b09090
1842,80,80,80,#505050
1843,112,112,144,#907070
1844,112,112,112,#707070
1845,112,144,176,#b09070
1846,240,240,240,#f0f0f0
1847,80,112,80,#507050
1848,80,80,112,#705050
1849,48,48,80,#503030
1850,80,80,112,#705050
1851,80,80,112,#705050
1852,80,112,112,#707050
1853,80,80,80,#505050
1854,80,80,112,#705050
1855,144,144,144,#909090
1856,112,112,144,#907070
1857,80,80,112,#705050
1858,80,80,112,#705050
1859,144,176,176,#b0b090
1860,80,80,80,#505050
1861,240,240,240,#f0f0f0
1862,80,80,112,#705050
1863,144,144,176,#b09090
1864,80,144,112,#709050
1865,48,80,48,#305030
1866,48,80,80,#505030
1867,80,80,112,#705050
1868,112,112,112,#707070
1869,80,80,112,#705050
1870,144,176,176,#b0b090
1871,144,144,144,#909090
1872,80,80,112,#705050
1873,80,80,80,#505050
1874,144,144,144,#909090
1875,80,112,112,#707050
1876,112,112,112,#707070
1877,176,176,176,#b0b0b0
1878,112,112,144,#907070
1879,80,80,112,#705050
1880,48,48,48,#303030
1881,80,80,112,#705050
1882,112,144,144,#909070
1883,80,80,112,#705050
1884,80,80,112,#705050
1885,112,112,144,#907070
1886,112,144,112,#709070
1887,48,48,48,#303030
1888,112,144,144,#909070
1889,80,80,112,#705050
1890,144,176,176,#b0b090
1891,80,80,112,#705050
1892,80,80,112,#705050
1893,80,80,80,#505050
1894,48,80,80,#505030
1895,112,176,144,#90b070
1896,48,80,80,#505030
1897,208,208,240,#f0d0d0
1898,112,112,144,#907070
1899,240,240,240,#f0f0f0
1900,112,144,176,#b09070
1901,208,208,208,#d0d0d0
1902,80,112,144,#907050
1903,112,112,112,#707070
1904,48,80,80,#505030
1905,176,176,208,#d0b0b0
1906,80,112,80,#507050
1907,48,48,80,#503030
1908,48,80,80,#505030
1909,144,144,144,#909090
1910,80,80,112,#705050
1911,48,80,48,#305030
1912,80,112,144,#907050
1913,80,80,112,#705050
1914,80,80,112,#705050
1915,112,144,144,#909070
1916,48,80,80,#505030
1917,144,176,176,#b0b090
1918,48,48,48,#303030
1919,144,144,144,#909090
1920,80,80,112,#705050
1921,80,80,80,#505050
1922,112,112,144,#907070
1923,48,48,48,#303030
1924,112,144,176,#b09070
1925,112,112,112,#707070
1926,80,80,112,#705050
1927,80,80,80,#505050
1928,144,176,176,#b0b090
1929,176,176,176,#b0b0b0
1930,80,80,80,#505050
1931,48,48,80,#503030
1932,208,208,208,#d0d0d0
1933,48,48,80,#503030
1934,144,144,144,#909090
1935,80,80,80,#505050
1936,48,48,80,#503030
1937,144,144,176,#b09090
1938,112,112,112,#707070
1939,48,80,80,#505030
1940,144,144,112,#709090
1941,144,144,176,#b09090
1942,48,48,80,#503030
1943,80,112,112,#707050
1944,48,48,48,#303030
1945,48,48,48,#303030
1946,144,144,144,#909090
1947,48,48,48,#303030
1948,208,240,240,#f0f0d0
1949,80,80,112,#705050
1950,112,112,112,#707070
1951,176,176,176,#b0b0b0
1952,112,112,112,#707070
1953,80,80,80,#505050
1954,48,80,48,#305030
1955,80,80,112,#705050
1956,112,112,112,#707070
1957,80,80,80,#505050
1958,80,112,112,#707050
1959,80,144,144,#909050
1960,112,112,112,#707070
1961,176,176,176,#b0b0b0
1962,80,80,80,#505050
1963,80,80,112,#705050
1964,80,80,80,#505050
1965,112,144,144,#909070
1966,80,112,80,#507050
1967,112,144,144,#909070
1968,48,48,48,#303030
1969,80,80,80,#505050
1970,80,80,48,#305050
1971,112,112,144,#907070
1972,80,80,112,#705050
1973,48,48,80,#503030
1974,48,48,48,#303030
1975,80,80,112,#705050
1976,80,80,80,#505050
1977,80,112,112,#707050
1978,112,112,112,#707070
1979,80,80,80,#505050
1980,112,112,112,#707070
1981,80,80,112,#705050
1982,112,112,112,#707070
1983,80,80,80,#505050
1984,80,80,112,#705050
1985,48,80,80,#505030
1986,80,80,80,#505050
1987,80,80,112,#705050
1988,48,48,80,#503030
1989,208,208,208,#d0d0d0
1990,80,80,80,#505050
1991,80,80,48,#305050
1992,80,112,112,#707050
1993,80,80,80,#505050
1994,80,80,112,#705050
1995,80,48,48,#303050
1996,80,80,112,#705050
1997,144,144,176,#b09090
1998,48,48,80,#503030
1999,80,80,112,#705050
2000,80,48,48,#303050
2001,112,144,144,#909070
2002,144,144,144,#909090
2003,80,80,80,#505050
2004,80,112,80,#507050
2005,80,48,48,#303050
2006,48,48,48,#303030
2007,48,48,48,#303030
2008,48,80,80,#505030
2009,80,80,112,#705050
2010,80,112,144,#907050
2011,48,48,48,#303030
2012,80,80,80,#505050
2013,208,208,208,#d0d0d0
2014,112,112,112,#707070
2015,80,80,112,#705050
2016,80,80,80,#505050
2017,48,48,48,#303030
2018,80,80,80,#505050
2019,80,80,80,#505050
2020,112,112,80,#507070
2021,144,176,176,#b0b090
2022,80,80,80,#505050
2023,80,112,144,#907050
2024,80,80,112,#705050
2025,80,112,112,#707050
2026,80,48,48,#303050
2027,112,112,144,#907070
2028,80,48,48,#303050
2029,80,80,112,#705050
2030,48,48,80,#503030
2031,48,48,80,#503030
2032,48,80,112,#705030
2033,80,80,112,#705050
2034,48,48,48,#303030
2035,48,48,80,#503030
2036,48,48,48,#303030
2037,80,112,112,#707050
2038,80,80,80,#505050
2039,80,80,80,#505050
2040,48,80,80,#505030
2041,80,48,48,#303050
2042,80,80,80,#505050
2043,48,48,48,#303030
2044,48,48,80,#503030
2045,240,240,240,#f0f0f0
2046,112,144,144,#909070
2047,144,144,176,#b09090
2048,48,48,48,#303030
2049,240,240,240,#f0f0f0
2050,48,80,80,#505030
2051,80,80,112,#705050
2052,240,240,240,#f0f0f0
2053,80,48,48,#303050
2054,80,80,80,#505050
2055,48,80,80,#505030
2056,80,80,80,#505050
2057,112,112,112,#707070
2058,48,48,80,#503030
2059,80,80,80,#505050
2060,48,112,80,#507030
2061,80,80,112,#705050
2062,48,48,80,#503030
2063,112,112,144,#907070
2064,80,80,80,#505050
2065,112,112,144,#907070
2066,80,80,80,#505050
2067,144,144,144,#909090
2068,48,48,48,#303030
2069,80,112,112,#707050
2070,48,48,80,#503030
2071,80,80,112,#705050
2072,80,80,80,#505050
2073,112,112,112,#707070
2074,80,80,80,#505050
2075,48,48,48,#303030
2076,80,80,80,#505050
2077,144,144,144,#909090
2078,48,48,48,#303030
2079,80,80,112,#705050
2080,80,80,80,#505050
2081,80,80,80,#505050
2082,80,80,80,#505050
2083,112,112,144,#907070
2084,144,144,176,#b09090
2085,112,144,144,#909070
2086,48,48,48,#303030
2087,112,112,144,#907070
2088,48,48,48,#303030
2089,112,112,112,#707070
2090,48,80,80,#505030
2091,80,112,112,#707050
2092,80,80,80,#505050
2093,112,112,144,#907070
2094,112,112,112,#707070
2095,80,80,112,#705050
2096,80,80,112,#705050
2097,112,112,112,#707070
2098,80,80,112,#705050
2099,48,48,48,#303030
2100,80,80,112,#705050
2101,48,48,48,#303030
2102,80,112,112,#707050
2103,80,112,144,#907050
2104,112,144,144,#909070
2105,48,80,112,#705030
2106,80,80,80,#505050
2107,80,80,80,#505050
2108,80,112,144,#907050
2109,80,80,80,#505050
2110,80,80,80,#505050
2111,80,112,112,#707050
2112,112,112,112,#707070
2113,240,240,240,#f0f0f0
2114,80,80,112,#705050
2115,48,48,48,#303030
2116,112,144,144,#909070
2117,112,112,144,#907070
2118,80,80,80,#505050
2119,112,112,144,#907070
2120,48,80,112,#705030
2121,80,80,80,#505050
2122,80,80,112,#705050
2123,48,80,48,#305030
2124,80,48,48,#303050
2125,48,48,48,#303030
2126,144,144,176,#b09090
2127,48,48,48,#303030
2128,80,80,80,#505050
2129,80,80,80,#505050
2130,144,176,176,#b0b090
2131,112,144,144,#909070
2132,80,80,112,#705050
2133,48,48,48,#303030
2134,80,112,144,#907050
2135,80,80,112,#705050
2136,48,48,48,#303030
2137,144,144,176,#b09090
2138,80,112,112,#707050
2139,80,112,112,#707050
2140,176,176,208,#d0b0b0
2141,240,240,240,#f0f0f0
2142,80,80,80,#505050
2143,144,144,176,#b09090
2144,80,80,80,#505050
2145,80,80,112,#705050
2146,48,48,48,#303030
2147,144,176,176,#b0b090
2148,80,112,144,#907050
2149,48,48,48,#303030
2150,80,80,112,#705050
2151,112,176,176,#b0b070
2152,48,48,48,#303030
2153,80,80,112,#705050
2154,80,80,112,#705050
2155,80,112,112,#707050
2156,48,80,80,#505030
